state	Year	tax_state	cost_per_pack	tax_percent	tax_revenue	tax_dollar	sales_per_capita	index	price_cpi
Hawaii	2009	2	7.447	32.1	104433576	2.39	41.1	214.537	7.567207521313339
Hawaii	2010	2.6	8.454	47.4	119926740	4.01	36.2	218.0555	8.45184826798682
Hawaii	2011	3	8.788	47.9	135647918	4.21	32.9	224.93916666666667	8.516898272495897
Hawaii	2012	3.2	8.571	49.1	130994720	4.21	29.8	229.59391666666667	8.138186007396392
Hawaii	2013	3.2	8.702	48.4	120095909	4.21	27	232.95708333333334	8.143285333314255
Hawaii	2014	3.2	8.839	47.6	114112464	4.21	25.4	236.73616666666666	8.139449189920988
Hawaii	2015	3.2	8.938	47.1	121629881	4.21	26.8	237.017	8.220861794723586
Hawaii	2016	3.2	9.038	46.6	116382902	4.21	25.4	240.00716666666668	8.209271528697407
Hawaii	2017	3.2	9.092	46.3	114926266	4.21	25.1	245.11958333333334	8.08607771376896
Hawaii	2018	3.2	9.317	45.2	110762991	4.21	24.2	251.10683333333333	8.08861301398276
Idaho	1970	0.07	0.336	44.6	5142000	0.15	102.4	38.825	1.8866194462330972
Idaho	1971	0.07	0.337	44.5	5446000	0.15	108.5	40.49166666666667	1.8143486314056392
Idaho	1972	0.07	0.363	47.1	6459000	0.171	126.1	41.81666666666666	1.8924033479473894
Idaho	1973	0.091	0.38	45	8492314	0.171	121.8	44.4	1.8657657657657658
Idaho	1974	0.091	0.403	42.4	8804939	0.171	125.6	49.30833333333334	1.7817272266351192
Idaho	1975	0.091	0.425	40.2	8966803	0.171	123.3	53.81666666666667	1.721585630226076
Idaho	1976	0.091	0.456	37.5	9332444	0.171	125.1	56.90833333333333	1.7468091960755603
Idaho	1977	0.091	0.515	33.2	9453009	0.171	125	60.608333333333334	1.8523855355424172
Idaho	1978	0.091	0.554	30.9	9577228	0.171	122.8	65.23333333333333	1.8513847726111397
Idaho	1979	0.091	0.564	30.3	9388416	0.171	117.5	72.575	1.6941370995521872
Idaho	1980	0.091	0.592	28.9	9483198	0.171	115.2	82.40833333333333	1.566055212862777
Idaho	1981	0.091	0.676	25.3	9801784	0.171	114.1	90.925	1.620764366235909
Idaho	1982	0.091	0.765	22.4	9730763	0.171	111.5	96.5	1.7281865284974094
Idaho	1983	0.091	0.885	28.4	9777154	0.251	111.3	99.6	1.9370481927710845
Idaho	1984	0.091	0.976	25.7	9461798	0.251	103.6	103.88333333333333	2.0481437510027276
Idaho	1985	0.091	0.999	25.1	9319619	0.251	100.7	107.56666666666666	2.0246234893089556
Idaho	1986	0.091	1.071	23.4	8854269	0.251	96.7	109.60833333333333	2.130111761575306
Idaho	1987	0.18	1.219	27.9	10967700	0.34	95	113.625	2.338763476347635
Idaho	1988	0.18	1.336	25.4	15763703	0.34	84.5	118.25833333333333	2.462811641181031
Idaho	1989	0.18	1.413	24	14427399	0.34	78.4	123.96666666666667	2.4848131218069374
Idaho	1990	0.18	1.444	23.5	16119559	0.34	90.1	130.65833333333333	2.409276101792206
Idaho	1991	0.18	1.672	22.7	14696223	0.38	85.4	136.19166666666666	2.676345836137796
Idaho	1992	0.18	1.712	22.2	15203794	0.38	85.1	140.31666666666666	2.659812329255256
Idaho	1993	0.18	1.505	27.9	15739152	0.42	86.7	144.45833333333334	2.271173925584078
Idaho	1994	0.18	1.635	31.8	17131500	0.52	93	148.225	2.4046550851745656
Idaho	1995	0.18	1.765	29.5	24428178	0.52	78.2	152.38333333333333	2.5250136716613802
Idaho	1996	0.28	1.844	28.2	24946162	0.52	73.6	156.85	2.5629072362129426
Idaho	1997	0.28	1.871	27.8	24978614	0.52	75	160.51666666666665	2.541032083895754
Idaho	1998	0.28	2.107	24.7	26264174	0.52	78.9	163.00833333333333	2.8178068605899496
Idaho	1999	0.28	2.759	18.8	25459256	0.52	75.1	166.575	3.61075791685427
Idaho	2000	0.28	2.911	21.3	25249502	0.62	66.9	172.2	3.685238095238095
Idaho	2001	0.28	3.049	20.3	24152461	0.62	66.7	177.06666666666666	3.753851656626506
Idaho	2002	0.28	3.181	21.1	23410260	0.67	63.3	179.875	3.8552216817234193
Idaho	2003	0.57	3.646	26.3	25061490	0.96	64.7	183.95833333333334	4.320695809739524
Idaho	2004	0.57	3.498	27.4	47319102	0.96	60.8	188.88333333333333	4.037222271243272
Idaho	2005	0.57	3.61	26.6	46326764	0.96	58.3	195.29166666666666	4.029767441860465
Idaho	2006	0.57	3.647	26.3	47917084	0.96	58.8	201.59166666666667	3.9438435781902355
Idaho	2007	0.57	3.802	25.2	48960151	0.96	58.6	207.34241666666668	3.9974261577768497
Idaho	2008	0.57	3.853	24.9	47784823	0.96	55.9	215.3025	3.9012737892035623
Idaho	2009	0.57	4.564	34.6	45510004	1.58	52.4	214.537	4.637670891268172
Idaho	2010	0.57	4.705	33.6	40925442	1.58	46.4	218.0555	4.7038024723063625
Idaho	2011	0.57	4.845	32.6	40626245	1.58	45.5	224.93916666666667	4.695536200528291
Idaho	2012	0.57	4.789	33	39326625	1.58	43.5	229.59391666666667	4.547167517141678
Idaho	2013	0.57	4.861	32.5	39205650	1.58	43.1	232.95708333333334	4.548897955095448
Idaho	2014	0.57	5.059	31.2	37515246	1.58	40.8	236.73616666666666	4.658612224438317
Idaho	2015	0.57	5.118	30.9	37998733	1.58	40.8	237.017	4.707358543901915
Idaho	2016	0.57	5.213	30.3	38434618	1.58	40.7	240.00716666666668	4.735000274297365
Idaho	2017	0.57	5.404	29.2	37394232	1.58	39	245.11958333333334	4.806111302816482
Idaho	2018	0.57	5.547	28.5	36938983	1.58	37.7	251.10683333333333	4.815663452673862
Illinois	1970	0.12	0.414	48.3	159536073	0.2	124.8	38.825	2.324584674822923
Illinois	1971	0.12	0.419	47.7	167207000	0.2	125.6	40.49166666666667	2.255822185634904
Illinois	1972	0.12	0.41	48.8	170514000	0.2	126.6	41.81666666666666	2.1374252690314868
Illinois	1973	0.12	0.419	47.7	167279000	0.2	124.4	44.4	2.057252252252252
Illinois	1974	0.12	0.452	44.3	175365000	0.2	131.9	49.30833333333334	1.9983640358289674
Illinois	1975	0.12	0.484	41.3	174745000	0.2	131.8	53.81666666666667	1.9605822235986372
Illinois	1976	0.12	0.494	40.5	178897000	0.2	134.4	56.90833333333333	1.8923766290818569
Illinois	1977	0.12	0.546	36.6	180478000	0.2	134	60.608333333333334	1.963888354186718
Illinois	1978	0.12	0.568	35.2	183660000	0.2	136.7	65.23333333333333	1.8981706693919262
Illinois	1979	0.12	0.6	33.3	182296000	0.2	135.3	72.575	1.8022735101619012
Illinois	1980	0.12	0.631	31.7	181085000	0.2	135.2	82.40833333333333	1.6692243907371829
Illinois	1981	0.12	0.696	28.7	181080000	0.2	133	90.925	1.6687159747044267
Illinois	1982	0.12	0.808	24.8	176286000	0.2	130.7	96.5	1.8253264248704664
Illinois	1983	0.12	0.896	31.3	175103000	0.28	127.9	99.6	1.961124497991968
Illinois	1984	0.12	0.967	29	170458000	0.28	124	103.88333333333333	2.0292571795283174
Illinois	1985	0.12	1.084	25.8	167493000	0.28	121.6	107.56666666666666	2.1968887511620703
Illinois	1986	0.2	1.162	31	201810000	0.36	118.2	109.60833333333333	2.3111016498137307
Illinois	1987	0.2	1.241	29	252288000	0.36	109.5	113.625	2.3809724972497253
Illinois	1988	0.2	1.327	27.1	250858000	0.36	107.6	118.25833333333333	2.4462208441970263
Illinois	1989	0.2	1.473	31.2	244119000	0.46	104.6	123.96666666666667	2.5903253562785697
Illinois	1990	0.2	1.54	29.9	323697000	0.46	94.1	130.65833333333333	2.5694495822437657
Illinois	1991	0.3	1.798	27.8	323399000	0.5	96.1	136.19166666666666	2.8780321850333475
Illinois	1992	0.3	1.875	26.7	323100000	0.5	94.8	140.31666666666666	2.9130538068654235
Illinois	1993	0.3	1.821	37.3	315010000	0.68	94.6	144.45833333333334	2.7480449956734927
Illinois	1994	0.3	1.852	36.7	412689145	0.68	85.7	148.225	2.7238050261426885
Illinois	1995	0.44	1.887	36	430355142	0.68	84.3	152.38333333333333	2.699547194575085
Illinois	1996	0.44	1.987	34.2	424160000	0.68	81.8	156.85	2.7616576346828183
Illinois	1997	0.44	2.023	33.6	414750695	0.68	79.6	160.51666666666665	2.747465476066868
Illinois	1998	0.44	2.405	34.1	464445911	0.82	80.3	163.00833333333333	3.2163386329942227
Illinois	1999	0.58	3.127	26.2	493297147	0.82	72.2	166.575	4.092366801740957
Illinois	2000	0.58	3.238	28.4	485040692	0.92	70	172.2	4.099210220673635
Illinois	2001	0.58	3.491	26.4	477579348	0.92	67.1	177.06666666666666	4.2980308734939765
Illinois	2002	0.58	4.038	33.9	471550800	1.37	70.9	179.875	4.893865184155664
Illinois	2003	0.98	4.058	33.8	653697190	1.37	51.4	183.95833333333334	4.8089368063420155
Illinois	2004	0.98	4.353	31.5	744402120	1.37	60	188.88333333333333	5.024021882996559
Illinois	2005	0.98	4.607	29.7	650028120	1.37	52.2	195.29166666666666	5.142697674418605
Illinois	2006	0.98	4.821	28.4	643742700	1.37	51.5	201.59166666666667	5.2134000248026116
Illinois	2007	0.98	4.979	27.5	611784600	1.37	48.6	207.34241666666668	5.234924997256953
Illinois	2008	0.98	4.949	27.7	603787800	1.37	47.9	215.3025	5.01100544582622
Illinois	2009	0.98	5.631	35.3	571347840	1.99	45.2	214.537	5.721894125488843
Illinois	2010	0.98	5.884	33.8	558323640	1.99	44.1	218.0555	5.8825023904464695
Illinois	2011	0.98	5.871	33.9	570146571	1.99	45.3	224.93916666666667	5.689885042993105
Illinois	2012	0.98	6.854	43.6	588935400	2.99	46.5	229.59391666666667	6.507890198891014
Illinois	2013	1.98	7.051	42.4	808255800	2.99	31.7	232.95708333333334	6.598288311330592
Illinois	2014	1.98	7.248	41.3	858052008	2.99	33.6	236.73616666666666	6.674366752862012
Illinois	2015	1.98	7.396	40.4	852943608	2.99	33.4	237.017	6.80258378091023
Illinois	2016	1.98	7.488	39.9	802981080	2.99	31.5	240.00716666666668	6.801396902731377
Illinois	2017	1.98	7.549	39.6	778864680	2.99	30.7	245.11958333333334	6.713792417646489
Illinois	2018	1.98	7.604	39.3	717644664	2.99	28.3	251.10683333333333	6.601461131085641
Indiana	1970	0.06	0.322	43.5	41334000	0.14	134.6	38.825	1.8080103026400514
Indiana	1971	0.06	0.325	43.1	43543000	0.14	139.3	40.49166666666667	1.7497427454208685
Indiana	1972	0.06	0.329	42.6	47223000	0.14	149.2	41.81666666666666	1.715153447588681
Indiana	1973	0.06	0.345	40.6	49554000	0.14	156	44.4	1.6939189189189188
Indiana	1974	0.06	0.367	38.2	50996000	0.14	159.6	49.30833333333334	1.6225654892682102
Indiana	1975	0.06	0.387	36.2	51934000	0.14	162.4	53.81666666666667	1.5676556209352739
Indiana	1976	0.06	0.406	34.5	53081000	0.14	166.6	56.90833333333333	1.5552731000146436
Indiana	1977	0.06	0.5	37	55024000	0.185	173	60.608333333333334	1.7984325587790457
Indiana	1978	0.105	0.525	35.2	84459000	0.185	150.9	65.23333333333333	1.7544711292795094
Indiana	1979	0.105	0.537	34.5	84004000	0.185	148.9	72.575	1.6130347915949017
Indiana	1980	0.105	0.583	31.7	83311000	0.185	146.9	82.40833333333333	1.5422469410456063
Indiana	1981	0.105	0.651	28.4	85609000	0.185	148.5	90.925	1.5608248556502613
Indiana	1982	0.105	0.757	24.4	84807000	0.185	147.7	96.5	1.7101139896373057
Indiana	1983	0.105	0.852	31.1	82149000	0.265	143	99.6	1.8648192771084338
Indiana	1984	0.105	0.888	29.8	79979000	0.265	137.8	103.88333333333333	1.863475052141826
Indiana	1985	0.105	0.936	28.3	78908000	0.265	135.3	107.56666666666666	1.8969445305237063
Indiana	1986	0.105	1.001	26.5	79546000	0.265	137.6	109.60833333333333	1.9908887706226714
Indiana	1987	0.105	1.093	29.4	78617000	0.32	134	113.625	2.097020902090209
Indiana	1988	0.155	1.19	26.5	115681939	0.315	134	118.25833333333333	2.193672045662744
Indiana	1989	0.155	1.308	24	112344108	0.315	132.5	123.96666666666667	2.300166711481581
Indiana	1990	0.155	1.358	23.2	111470978	0.315	128.3	130.65833333333333	2.2657873588876845
Indiana	1991	0.155	1.535	23.1	114707074	0.355	127.2	136.19166666666666	2.4570519488466007
Indiana	1992	0.155	1.575	22.5	110491216	0.355	128.2	140.31666666666666	2.4469651977669558
Indiana	1993	0.155	1.466	26.9	109194371	0.395	126.8	144.45833333333334	2.2123195846553214
Indiana	1994	0.155	1.463	27	111199531	0.395	128.2	148.225	2.1516883116883117
Indiana	1995	0.155	1.478	26.7	120669058	0.395	135.4	152.38333333333333	2.1144307120201247
Indiana	1996	0.155	1.563	25.3	120985631	0.395	135.1	156.85	2.1723557539050047
Indiana	1997	0.155	1.668	23.7	122485409	0.395	135.3	160.51666666666665	2.265334856193542
Indiana	1998	0.155	1.9	20.8	123065738	0.395	135.9	163.00833333333333	2.5409743878124837
Indiana	1999	0.155	2.602	15.2	120640333	0.395	133.3	166.575	3.405288908899895
Indiana	2000	0.155	2.704	18.3	117604267	0.495	125.5	172.2	3.4231823461091757
Indiana	2001	0.155	3.02	16.4	114381404	0.495	121.4	177.06666666666666	3.718147590361446
Indiana	2002	0.155	3.574	26.4	114756720	0.945	121.4	179.875	4.3315191104933985
Indiana	2003	0.555	3.514	26.9	343657232	0.945	101.1	183.95833333333334	4.164269082672707
Indiana	2004	0.555	3.451	27.4	335915185	0.945	97.7	188.88333333333333	3.9829771463866583
Indiana	2005	0.555	3.509	26.9	331903577	0.945	96.1	195.29166666666666	3.9170232558139535
Indiana	2006	0.555	3.49	27.1	343491000	0.945	98.7	201.59166666666667	3.7740647348187344
Indiana	2007	0.555	4.138	33.5	358376047	1.385	102.3	207.34241666666668	4.350696854518834
Indiana	2008	0.995	4.093	33.8	515812582	1.385	81.7	215.3025	4.144280721310714
Indiana	2009	0.995	4.814	41.6	500769869	2.005	78.9	214.537	4.8917063257153774
Indiana	2010	0.995	5.147	39	462532256	2.005	71.7	218.0555	5.145689973424197
Indiana	2011	0.995	5.199	38.6	448763368	2.005	69.6	224.93916666666667	5.038615625706209
Indiana	2012	0.995	5.231	38.3	428080840	2.005	66	229.59391666666667	4.966847626261875
Indiana	2013	0.995	5.257	38.1	434473203	2.005	66.9	232.95708333333334	4.919472649647556
Indiana	2014	0.995	5.39	37.2	417532271	2.005	63.6	236.73616666666666	4.963415673003069
Indiana	2015	0.995	5.41	37.1	411617471	2.005	62.7	237.017	4.975929996582524
Indiana	2016	0.995	5.581	35.9	431322426	2.005	62.4	240.00716666666668	5.069256959688009
Indiana	2017	0.995	5.666	35.4	401065746	2.005	61.2	245.11958333333334	5.039124100991523
Indiana	2018	0.995	5.716	35.1	381595301	2.005	58.3	251.10683333333333	4.962381881284261
Iowa	1970	0.1	0.385	46.8	30155675	0.18	108.5	38.825	2.161751448808757
Iowa	1971	0.13	0.419	50.1	33339377	0.21	108.4	40.49166666666667	2.255822185634904
Iowa	1972	0.13	0.419	50.1	40547730	0.21	109.4	41.81666666666666	2.1843443603029096
Iowa	1973	0.13	0.432	48.6	41441346	0.21	110.6	44.4	2.121081081081081
Iowa	1974	0.13	0.454	46.3	43975775	0.21	116.1	49.30833333333334	2.0072063545715735
Iowa	1975	0.13	0.478	43.9	44851832	0.21	120.5	53.81666666666667	1.936277485289563
Iowa	1976	0.13	0.494	42.5	46500488	0.21	124.4	56.90833333333333	1.8923766290818569
Iowa	1977	0.13	0.546	38.5	46894948	0.21	125.5	60.608333333333334	1.963888354186718
Iowa	1978	0.13	0.564	37.2	47623434	0.21	127.1	65.23333333333333	1.8848032703117015
Iowa	1979	0.13	0.588	35.7	46817786	0.21	124.2	72.575	1.7662280399586632
Iowa	1980	0.13	0.614	34.2	47075859	0.21	124.6	82.40833333333333	1.624253210638083
Iowa	1981	0.13	0.728	35.7	50394103	0.26	132.9	90.925	1.7454385482540555
Iowa	1982	0.18	0.84	31	61227054	0.26	116.2	96.5	1.8976165803108809
Iowa	1983	0.18	0.933	36.4	60490333	0.34	115.6	99.6	2.0421084337349398
Iowa	1984	0.18	0.995	34.2	59082906	0.34	111.2	103.88333333333333	2.08801540189315
Iowa	1985	0.18	1.048	40.1	58018435	0.42	109.4	107.56666666666666	2.1239293461419275
Iowa	1986	0.26	1.171	35.9	72024669	0.42	104.1	109.60833333333333	2.329001748650498
Iowa	1987	0.26	1.242	33.9	77092980	0.42	101.1	113.625	2.382891089108911
Iowa	1988	0.34	1.451	34.5	81689081	0.5	100.2	118.25833333333333	2.674805158198859
Iowa	1989	0.31	1.496	31.4	91397313	0.47	94.4	123.96666666666667	2.6307717128260286
Iowa	1990	0.31	1.554	30.2	84199981	0.47	95.4	130.65833333333333	2.592808214809618
Iowa	1991	0.31	1.785	31.4	84762321	0.56	97.1	136.19166666666666	2.8572232760203145
Iowa	1992	0.36	1.897	29.5	94916925	0.56	95.2	140.31666666666666	2.947233638199311
Iowa	1993	0.36	1.714	35	92518148	0.6	92.5	144.45833333333334	2.5865728295356214
Iowa	1994	0.36	1.79	33.5	93474587	0.6	93.4	148.225	2.6326193287232247
Iowa	1995	0.36	1.838	32.6	95081332	0.6	93	152.38333333333333	2.6294476648802365
Iowa	1996	0.36	1.893	31.7	96051777	0.6	94	156.85	2.631010519604718
Iowa	1997	0.36	1.938	31	96381838	0.6	93.9	160.51666666666665	2.6320257501817053
Iowa	1998	0.36	2.13	28.2	96484950	0.6	94	163.00833333333333	2.8485660242318898
Iowa	1999	0.36	2.863	21	94166860	0.6	91.7	166.575	3.746864775626595
Iowa	2000	0.36	2.994	23.4	92817112	0.7	88.9	172.2	3.7903135888501747
Iowa	2001	0.36	3.195	21.9	91235012	0.7	86.5	177.06666666666666	3.9336031626506025
Iowa	2002	0.36	3.314	22.6	89794591	0.75	85.4	179.875	4.016411396803336
Iowa	2003	0.36	3.332	22.5	89889534	0.75	85.4	183.95833333333334	3.9485898074745185
Iowa	2004	0.36	3.273	22.9	88715817	0.75	83.7	188.88333333333333	3.777538162887144
Iowa	2005	0.36	3.362	22.3	89210340	0.75	83.9	195.29166666666666	3.7529302325581395
Iowa	2006	0.36	3.36	22.3	91301474	0.75	85.3	201.59166666666667	3.633483526931503
Iowa	2007	1.36	4.541	38.5	124274752	1.75	76.3	207.34241666666668	4.774411410432582
Iowa	2008	1.36	4.507	38.8	234137140	1.75	57.6	215.3025	4.56346767919555
Iowa	2009	1.36	5.327	44.5	220212197	2.37	53.8	214.537	5.412987037201042
Iowa	2010	1.36	5.736	41.3	210730238	2.37	51.3	218.0555	5.734540059755429
Iowa	2011	1.36	5.781	41	204155253	2.37	49.1	224.93916666666667	5.6026614603207525
Iowa	2012	1.36	5.753	41.2	202808381	2.37	48.6	229.59391666666667	5.4624879361278085
Iowa	2013	1.36	5.748	41.2	202980954	2.37	48.5	232.95708333333334	5.378947839104843
Iowa	2014	1.36	5.791	40.9	198425088	2.37	47.1	236.73616666666666	5.332679065373057
Iowa	2015	1.36	5.812	40.8	196434534	2.37	46.5	237.017	5.345675626642815
Iowa	2016	1.36	5.997	39.5	202215543	2.37	47.7	240.00716666666668	5.447112343173085
Iowa	2017	1.36	6.184	38.3	192098768	2.37	45	245.11958333333334	5.49981352639103
Iowa	2018	1.36	6.283	37.7	184380885	2.37	43	251.10683333333333	5.454626550054061
Kansas	1970	0.08	0.389	48.8	21175000	0.19	114	38.825	2.184211204121056
Kansas	1971	0.11	0.388	49	25020000	0.19	102.8	40.49166666666667	2.088923646840914
Kansas	1972	0.11	0.393	48.3	27567000	0.19	111	41.81666666666666	2.0488003188521327
Kansas	1973	0.11	0.402	47.3	28610492	0.19	115.2	44.4	1.973783783783784
Kansas	1974	0.11	0.427	44.5	29740692	0.19	118.6	49.30833333333334	1.8878350515463918
Kansas	1975	0.11	0.466	40.8	30820823	0.19	123.4	53.81666666666667	1.8876680086714153
Kansas	1976	0.11	0.481	39.5	32063308	0.19	127.7	56.90833333333333	1.8425772441060184
Kansas	1977	0.11	0.526	36.1	32492220	0.19	127.9	60.608333333333334	1.8919510518355562
Kansas	1978	0.11	0.548	34.7	32518489	0.19	127.1	65.23333333333333	1.8313336739908024
Kansas	1979	0.11	0.583	32.6	32655500	0.19	126.4	72.575	1.7512090940406473
Kansas	1980	0.11	0.598	31.8	33130559	0.19	127.1	82.40833333333333	1.581927394074224
Kansas	1981	0.11	0.651	29.2	34323231	0.19	132	90.925	1.5608248556502613
Kansas	1982	0.11	0.77	24.7	34299712	0.19	130.9	96.5	1.7394818652849742
Kansas	1983	0.11	0.91	35.2	33792242	0.32	127.6	99.6	1.9917670682730926
Kansas	1984	0.16	0.975	32.8	45063879	0.32	121.7	103.88333333333333	2.0460452430611267
Kansas	1985	0.16	1.03	38.8	45327675	0.4	115.7	107.56666666666666	2.087449643631856
Kansas	1986	0.24	1.145	34.9	58286236	0.4	109.4	109.60833333333333	2.277290352010948
Kansas	1987	0.24	1.239	32.3	62374658	0.4	105.2	113.625	2.3771353135313533
Kansas	1988	0.24	1.365	29.3	61770458	0.4	103.2	118.25833333333333	2.5162708759072654
Kansas	1989	0.24	1.458	27.4	57951000	0.4	96.5	123.96666666666667	2.5639472976606617
Kansas	1990	0.24	1.457	27.5	55437320	0.4	94.3	130.65833333333333	2.430966260603355
Kansas	1991	0.24	1.742	25.3	55637270	0.44	91.8	136.19166666666666	2.7883938077464356
Kansas	1992	0.24	1.742	25.3	53617108	0.44	90	140.31666666666666	2.7064211901651025
Kansas	1993	0.24	1.596	30.1	53792399	0.48	89.9	144.45833333333334	2.408500721084511
Kansas	1994	0.24	1.657	29	54036609	0.48	89.1	148.225	2.437011300387924
Kansas	1995	0.24	1.677	28.6	54600292	0.48	90.1	152.38333333333333	2.39912063874002
Kansas	1996	0.24	1.713	28	54477448	0.48	88.7	156.85	2.3808351928594202
Kansas	1997	0.24	1.843	26	55167155	0.48	89.2	160.51666666666665	2.503004880074759
Kansas	1998	0.24	2.07	23.2	53990126	0.48	87.6	163.00833333333333	2.768324727774653
Kansas	1999	0.24	2.712	17.7	52382238	0.48	83.3	166.575	3.549248086447547
Kansas	2000	0.24	2.941	19.7	50886541	0.58	79.8	172.2	3.72321718931475
Kansas	2001	0.24	3	19.3	50144482	0.58	78.1	177.06666666666666	3.6935240963855422
Kansas	2002	0.24	3.726	29.3	49196827	1.09	77.5	179.875	4.515735927727588
Kansas	2003	0.79	3.87	30.5	119411772	1.18	60.7	183.95833333333334	4.586147225368063
Kansas	2004	0.79	3.748	31.5	121226400	1.18	56.3	188.88333333333333	4.325760169416748
Kansas	2005	0.79	3.73	31.6	118661808	1.18	54.9	195.29166666666666	4.163720930232558
Kansas	2006	0.79	3.988	29.6	120015024	1.18	55.4	201.59166666666667	4.312598900417511
Kansas	2007	0.79	4.11	28.7	116016672	1.18	53.1	207.34241666666668	4.321257629790335
Kansas	2008	0.79	4.082	28.9	113466516	1.18	51.7	215.3025	4.133142903589135
Kansas	2009	0.79	4.747	37.9	108641160	1.8	49.1	214.537	4.823624829283526
Kansas	2010	0.79	4.997	36	100798776	1.8	45.2	218.0555	4.995728151777873
Kansas	2011	0.79	5.112	35.2	95864364	1.8	41.2	224.93916666666667	4.954299495789602
Kansas	2012	0.79	5.154	34.9	97502160	1.8	43	229.59391666666667	4.893735933044103
Kansas	2013	0.79	5.14	35	93306900	1.8	41	232.95708333333334	4.809984671711706
Kansas	2014	0.79	5.247	34.3	90240336	1.8	39.5	236.73616666666666	4.831733216372375
Kansas	2015	0.79	5.793	39.7	90235524	2.3	39.3	237.017	5.328200086913597
Kansas	2016	1.29	5.914	38.9	139982444	2.3	36.4	240.00716666666668	5.37172292771813
Kansas	2017	1.29	6.014	38.2	133706394	2.3	34.5	245.11958333333334	5.348622016124782
Kansas	2018	1.29	6.225	36.9	125124787	2.3	33.3	251.10683333333333	5.404273479880078
Kentucky	1970	0.025	0.301	36.5	12587000	0.11	155.8	38.825	1.6900965872504827
Kentucky	1971	0.03	0.306	35.9	15938000	0.11	163.5	40.49166666666667	1.6474500926116484
Kentucky	1972	0.03	0.306	35.9	17662000	0.11	179.4	41.81666666666666	1.595249103228378
Kentucky	1973	0.03	0.315	34.9	19983000	0.11	201.9	44.4	1.5466216216216215
Kentucky	1974	0.03	0.333	33	21292000	0.11	212.4	49.30833333333334	1.4722460706439073
Kentucky	1975	0.03	0.36	30.6	22457000	0.11	223	53.81666666666667	1.4582842985444409
Kentucky	1976	0.03	0.369	29.8	23527000	0.11	230.9	56.90833333333333	1.4135363889295651
Kentucky	1977	0.03	0.414	26.6	23588000	0.11	229.4	60.608333333333334	1.4891021586690498
Kentucky	1978	0.03	0.434	25.3	23305000	0.11	224.7	65.23333333333333	1.4503628002043945
Kentucky	1979	0.03	0.463	23.8	22550000	0.11	214.9	72.575	1.3907543920082672
Kentucky	1980	0.03	0.494	22.3	22777000	0.11	215.3	82.40833333333333	1.3068095864091416
Kentucky	1981	0.03	0.563	19.5	23029000	0.11	209.7	90.925	1.3498377783887818
Kentucky	1982	0.03	0.664	16.6	23140000	0.11	210.6	96.5	1.500020725388601
Kentucky	1983	0.03	0.754	25.2	22127000	0.19	201.1	99.6	1.6503212851405624
Kentucky	1984	0.03	0.793	24	20623000	0.19	183.2	103.88333333333333	1.6641167976897162
Kentucky	1985	0.03	0.854	22.2	20623000	0.19	182.4	107.56666666666666	1.730759219088937
Kentucky	1986	0.03	0.905	21	20115000	0.19	179.8	109.60833333333333	1.7999543830304874
Kentucky	1987	0.03	0.944	20.2	19445000	0.19	171.2	113.625	1.811150715071507
Kentucky	1988	0.03	1.038	18.3	19591000	0.19	173.2	118.25833333333333	1.9134719188217888
Kentucky	1989	0.03	1.156	16.4	19426000	0.19	171.6	123.96666666666667	2.032869050820113
Kentucky	1990	0.03	1.205	15.8	20658000	0.19	182.5	130.65833333333333	2.0105108744180114
Kentucky	1991	0.03	1.358	16.9	18847000	0.23	170.8	136.19166666666666	2.173730649207612
Kentucky	1992	0.03	1.454	15.8	18538000	0.23	167.6	140.31666666666666	2.2589761254305736
Kentucky	1993	0.03	1.328	20.3	18542000	0.27	167.6	144.45833333333334	2.0040657629074126
Kentucky	1994	0.03	1.348	20	18858000	0.27	170.2	148.225	1.9825535503457583
Kentucky	1995	0.03	1.398	19.3	19968000	0.27	175.3	152.38333333333333	1.999982500273433
Kentucky	1996	0.03	1.456	18.5	20624000	0.27	179	156.85	2.0236404207841887
Kentucky	1997	0.03	1.557	17.3	21769000	0.27	186.8	160.51666666666665	2.1145841553317415
Kentucky	1998	0.03	1.792	15.1	19957000	0.27	171.3	163.00833333333333	2.3965400541894586
Kentucky	1999	0.03	2.434	11.1	19384000	0.27	165.3	166.575	3.185423983190755
Kentucky	2000	0.03	2.586	14.3	18724000	0.37	156.2	172.2	3.2737979094076652
Kentucky	2001	0.03	2.927	12.6	18504000	0.37	152.6	177.06666666666666	3.6036483433734943
Kentucky	2002	0.03	2.977	14.1	17145000	0.42	140.8	179.875	3.6079833217512163
Kentucky	2003	0.03	3.101	13.5	21436000	0.42	175.8	183.95833333333334	3.674843035107588
Kentucky	2004	0.03	3.01	14	21551000	0.42	174.4	188.88333333333333	3.4739962940086473
Kentucky	2005	0.3	3.306	20.9	52020000	0.69	181.8	195.29166666666666	3.6904186046511627
Kentucky	2006	0.3	3.324	20.8	176326559	0.69	145.3	201.59166666666667	3.5945533462858084
Kentucky	2007	0.3	3.464	19.9	179100100	0.69	141.9	207.34241666666668	3.6420526592685447
Kentucky	2008	0.3	3.482	19.8	179456098	0.69	141.9	215.3025	3.5256255733212574
Kentucky	2009	0.6	4.578	35.2	196124108	1.61	126.4	214.537	4.651896875597216
Kentucky	2010	0.6	4.584	35.1	286428979	1.61	110.7	218.0555	4.582833269511661
